date,price,high,low
2018-07-26,41.38,42.5,40.75
2018-07-27,37.32,37.75,36.6
2018-07-30,68.34,69.0,67.9
2018-07-31,33.13,33.55,32.5
2018-08-01,36.59,36.85,36.25
2018-08-02,39.15,39.5,38.5
2018-08-03,35.16,35.5,34.75
2018-08-06,48.44,49.0,47.5
2018-08-07,46.16,47.0,45.0
2018-08-08,41.16,42.35,39.5
2018-08-09,39.0,39.0,39.0
2018-08-10,37.98,38.5,37.5
2018-08-13,35.73,36.0,35.5
2018-08-14,37.13,37.25,36.75
2018-08-15,38.67,38.75,38.55
2018-08-16,39.77,40.0,39.25
2018-08-17,40.3,40.75,40.0
2018-08-20,35.04,35.25,35.0
2018-08-21,32.54,32.75,32.25
2018-08-22,33.07,33.25,32.0
2018-08-23,29.86,30.5,29.05
2018-08-24,28.66,29.0,28.4
2018-08-27,46.07,46.5,45.75
2018-08-28,54.3,55.0,53.0
2018-08-29,48.26,49.0,47.75
2018-08-30,40.88,41.5,40.0
2018-08-31,33.19,33.75,33.0
2018-09-04,52.78,54.0,51.5
2018-09-05,52.84,55.0,51.5
2018-09-06,43.3,44.0,42.35
2018-09-07,34.94,35.25,34.7
2018-09-10,32.6,33.0,32.25
2018-09-11,36.03,36.5,35.25
2018-09-12,36.73,38.0,36.0
2018-09-13,39.63,41.0,39.0
2018-09-14,45.15,47.25,43.0
2018-09-17,41.05,43.0,40.4
2018-09-18,48.42,51.5,45.0
2018-09-19,47.32,48.5,46.75
2018-09-20,50.13,51.0,48.25
2018-09-21,47.71,49.75,46.5
2018-09-24,36.04,37.0,35.5
2018-09-25,37.88,38.25,37.5
2018-09-26,43.19,43.75,42.5
2018-09-27,30.92,31.5,30.05
2018-09-28,29.75,30.1,29.5
2018-10-01,39.41,40.0,38.45
2018-10-02,42.97,43.5,42.0
2018-10-03,42.81,44.0,42.25
2018-10-04,42.95,44.25,42.0
2018-10-05,32.88,33.05,32.75
2018-10-08,46.72,47.1,45.75
2018-10-09,53.48,55.0,52.0
2018-10-10,47.3,48.25,46.0
2018-10-11,36.5,36.55,36.35
2018-10-12,30.28,31.5,30.0
2018-10-15,32.1,33.0,31.65
2018-10-16,35.1,35.25,34.5
2018-10-17,31.11,31.55,30.55
2018-10-18,35.36,36.15,35.0
2018-10-19,32.01,32.05,32.0
2018-10-22,38.18,38.5,37.75
2018-10-23,35.0,36.0,34.0
2018-10-24,39.02,39.25,38.75
2018-10-25,42.08,42.75,41.25
2018-10-26,40.33,42.0,39.0
2018-10-29,40.07,40.5,39.65
2018-10-30,36.8,38.0,35.6
2018-10-31,33.26,33.95,31.5
2018-11-01,34.56,35.25,33.75
2018-11-02,33.53,34.75,32.75
2018-11-05,37.28,37.95,37.0
2018-11-06,36.45,37.8,35.0
2018-11-07,36.16,36.8,35.75
2018-11-08,40.03,40.5,39.3
2018-11-09,45.92,47.0,44.5
2018-11-12,47.25,48.2,46.25
2018-11-13,43.95,46.0,42.0
2018-11-14,50.41,50.9,49.75
2018-11-15,62.25,68.0,58.5
2018-11-16,44.53,46.0,42.5
2018-11-19,44.35,44.55,43.45
2018-11-20,39.29,40.0,39.0
2018-11-21,41.05,42.0,40.5
2018-11-23,44.1,45.0,43.25
2018-11-26,39.54,40.0,39.25
2018-11-27,44.78,45.5,44.25
2018-11-28,47.76,49.0,47.0
2018-11-29,44.34,45.0,43.6
2018-11-30,38.82,39.75,38.3
2018-12-03,37.72,39.0,37.0
2018-12-04,44.79,47.0,43.5
2018-12-05,53.98,54.0,53.75
2018-12-06,50.67,53.0,49.75
2018-12-07,44.03,45.0,43.0
2018-12-10,48.12,49.0,47.0
2018-12-11,48.93,49.0,48.75
2018-12-12,42.43,44.25,42.0
2018-12-13,37.45,37.75,36.75
2018-12-14,34.91,35.5,34.5
2018-12-17,37.6,38.0,37.25
2018-12-18,40.09,41.0,39.5
2018-12-19,36.56,37.0,36.35
2018-12-20,35.73,36.75,34.75
2018-12-21,30.12,30.25,30.0
2018-12-24,28.12,28.45,28.0
2018-12-26,31.88,32.0,31.5
2018-12-27,31.01,31.25,30.85
2018-12-28,25.2,26.0,25.0
2018-12-31,26.96,27.0,26.75
2019-01-02,30.93,31.5,30.5
2019-01-03,28.95,29.25,28.55
2019-01-04,26.16,26.75,25.75
2019-01-07,30.45,30.75,30.0
2019-01-08,24.89,25.5,24.5
2019-01-09,31.03,31.5,30.7
2019-01-10,36.06,38.0,34.75
2019-01-11,40.57,42.25,39.0
2019-01-14,36.46,38.0,35.65
2019-01-15,36.59,39.0,32.75
2019-01-16,31.78,32.3,31.5
2019-01-17,35.38,36.0,34.5
2019-01-18,32.27,33.25,29.0
2019-01-21,98.64,114.0,93.0
2019-01-22,58.63,64.0,54.0
2019-01-23,31.32,32.5,31.0
2019-01-24,29.67,31.0,29.0
2019-01-25,38.81,42.0,37.0
2019-01-28,31.76,33.0,31.0
2019-01-29,35.29,37.0,33.75
2019-01-30,70.75,77.0,67.0
2019-01-31,93.18,116.0,84.0
2019-02-01,46.87,51.0,43.0
2019-02-04,26.55,26.8,26.25
2019-02-05,24.16,24.5,23.7
2019-02-06,25.54,26.75,25.0
2019-02-07,22.58,22.75,22.5
2019-02-08,26.4,27.0,26.05
2019-02-11,30.76,31.35,29.75
2019-02-12,29.98,30.5,29.15
2019-02-13,27.92,28.0,27.5
2019-02-14,25.98,26.25,25.5
2019-02-15,24.14,24.5,24.0
2019-02-18,29.43,29.55,29.0
2019-02-19,33.63,34.0,32.5
2019-02-20,35.22,35.75,34.0
2019-02-21,26.39,27.0,26.0
2019-02-22,27.12,27.25,26.85
2019-02-25,30.42,31.0,30.25
2019-02-26,35.48,36.0,35.25
2019-02-27,31.74,32.0,31.5
2019-02-28,31.98,32.5,31.25
2019-03-01,33.56,34.0,33.0
2019-03-04,42.68,44.0,42.0
2019-03-05,48.88,52.75,47.5
2019-03-06,45.53,47.5,44.0
2019-03-07,37.68,38.75,37.0
2019-03-08,34.36,35.05,33.75
2019-03-11,31.46,31.75,31.2
2019-03-12,32.61,33.75,31.75
2019-03-13,33.06,33.25,32.75
2019-03-14,27.27,29.75,27.0
2019-03-15,25.07,25.6,24.75
2019-03-19,34.5,34.5,34.5
2019-03-20,32.13,32.3,32.0
2019-03-21,32.68,33.25,31.75
2019-03-22,33.53,34.0,33.0
2019-03-25,33.9,34.0,33.75
2019-03-26,33.94,34.25,33.75
2019-03-27,31.96,32.05,31.75
2019-03-28,27.12,27.3,26.75
2019-03-29,25.51,25.75,25.25
2019-04-01,34.25,34.5,33.5
2019-04-02,31.11,31.5,30.5
2019-04-03,28.35,28.5,28.25
2019-04-04,28.44,29.25,28.25
2019-04-05,31.28,31.7,30.5
2019-04-08,34.03,34.45,33.75
2019-04-09,34.93,36.0,34.0
2019-04-10,29.6,30.25,29.0
2019-04-11,27.57,28.0,27.15
2019-04-12,26.89,27.25,26.5
2019-04-15,31.05,31.25,31.0
2019-04-16,29.89,30.5,29.0
2019-04-17,27.05,27.25,26.85
2019-04-18,30.61,30.85,30.05
2019-04-19,25.93,26.1,25.75
2019-04-23,29.27,29.85,28.25
2019-04-24,30.19,30.5,29.75
2019-04-25,27.93,28.05,27.5
2019-04-26,27.25,27.5,27.0
2019-04-29,28.41,28.6,28.25
2019-04-30,32.65,34.0,32.0
2019-05-01,32.81,33.75,31.8
2019-05-02,38.37,39.75,37.25
2019-05-03,31.54,32.5,30.75
2019-05-06,28.57,29.0,28.25
2019-05-07,27.62,28.2,27.2
2019-05-08,25.89,26.4,25.55
2019-05-09,25.14,25.85,24.85
2019-05-10,26.48,27.0,26.1
2019-05-13,25.02,25.25,24.9
2019-05-14,26.4,26.5,26.0
2019-05-15,25.7,25.85,25.5
2019-05-16,27.4,27.5,27.25
2019-05-17,29.73,30.25,29.5
2019-05-20,36.58,37.0,36.25
2019-05-21,26.93,27.75,26.0
2019-05-22,26.28,26.75,26.0
2019-05-23,31.66,32.05,30.75
2019-05-24,27.83,29.25,27.0
2019-05-28,40.49,42.0,39.0
2019-05-29,35.35,36.9,34.0
2019-05-30,33.09,33.5,32.5
2019-05-31,28.17,28.75,27.35
2019-06-03,24.66,25.25,24.5
2019-06-04,24.02,24.15,24.0
2019-06-05,29.11,29.5,28.5
2019-06-06,31.27,32.0,31.0
2019-06-07,26.59,26.95,26.4
2019-06-10,25.82,26.5,25.45
2019-06-11,23.4,23.75,23.0
2019-06-12,22.82,23.0,22.6
2019-06-13,21.18,21.35,20.5
2019-06-14,20.75,21.0,20.6
2019-06-17,31.36,31.75,30.7
2019-06-18,27.5,27.85,27.25
2019-06-19,26.65,27.0,26.5
2019-06-20,29.01,29.35,28.75
2019-06-21,23.81,24.35,23.65
2019-06-24,30.61,31.0,30.25
2019-06-25,30.77,31.0,30.6
2019-06-26,32.11,33.0,31.75
2019-06-27,34.82,35.05,34.0
2019-06-28,35.63,36.0,35.05
2019-07-01,28.47,29.0,28.25
2019-07-02,32.2,32.5,32.0
2019-07-03,33.85,34.1,33.25
2019-07-05,29.35,29.5,29.2
2019-07-08,29.36,29.5,29.25
2019-07-09,30.26,30.5,30.1
2019-07-10,37.27,38.0,36.5
2019-07-11,36.63,38.0,35.5
2019-07-12,32.08,32.75,31.5
2019-07-15,33.55,34.0,33.15
2019-07-16,34.13,35.0,33.55
2019-07-17,38.42,40.0,37.0
2019-07-18,40.23,42.5,38.75
2019-07-19,52.16,54.0,51.0
2019-07-22,32.41,33.5,31.0
2019-07-23,25.03,25.6,23.75
2019-07-24,24.76,25.0,24.55
2019-07-25,28.22,28.75,27.7
2019-07-26,30.77,31.25,30.25
2019-07-29,33.92,34.0,33.5
2019-07-30,34.84,35.75,34.0
2019-07-31,29.34,30.25,29.1
2019-08-01,28.91,29.5,28.0
2019-08-02,27.94,28.25,27.3
2019-08-05,31.08,31.45,30.75
2019-08-06,32.67,32.75,32.45
2019-08-07,30.66,31.0,30.1
2019-08-08,28.95,29.1,28.5
2019-08-09,27.0,27.0,27.0
2019-08-12,31.11,31.25,31.0
2019-08-13,29.78,30.0,29.0
2019-08-14,28.02,28.25,27.75
2019-08-15,27.5,27.5,27.5
2019-08-16,29.25,30.5,28.5
2019-08-19,40.05,40.5,39.8
2019-08-20,35.52,36.0,35.0
2019-08-21,33.27,34.0,32.9
2019-08-22,30.38,30.95,30.0
2019-08-23,24.38,24.6,24.05
2019-08-26,24.88,25.0,24.5
2019-08-27,23.46,24.0,23.0
2019-08-28,25.4,25.5,25.25
2019-08-29,25.18,25.35,24.85
2019-08-30,26.63,26.9,26.25
2019-09-03,32.93,33.5,32.3
2019-09-04,32.11,33.0,31.25
2019-09-05,25.22,25.75,24.75
2019-09-06,24.91,25.75,24.25
2019-09-09,29.72,30.0,29.5
2019-09-10,37.6,39.5,35.0
2019-09-11,43.19,44.25,42.35
2019-09-12,41.77,43.5,40.75
2019-09-13,29.51,30.0,28.75
2019-09-16,42.75,43.25,41.0
2019-09-17,30.83,31.0,30.5
2019-09-18,27.31,27.5,27.0
2019-09-19,25.05,25.1,25.0
2019-09-20,26.01,26.25,25.65
2019-09-23,36.32,36.75,36.0
2019-09-24,28.57,30.0,27.95
2019-09-25,30.82,31.25,29.5
2019-09-26,32.33,32.85,32.0
2019-09-27,29.93,31.15,28.5
2019-09-30,39.63,41.0,38.25
2019-10-01,40.81,43.0,40.0
2019-10-02,60.85,64.0,59.0
2019-10-03,41.37,42.75,40.25
2019-10-04,25.95,26.0,25.7
2019-10-07,27.01,27.5,26.75
2019-10-08,24.8,25.5,24.5
2019-10-09,24.44,24.5,24.25
2019-10-10,24.29,25.0,23.75
2019-10-11,23.51,23.75,23.25
2019-10-15,26.28,26.5,25.75
2019-10-16,25.82,26.5,25.5
2019-10-18,24.99,25.55,24.5
2019-10-21,27.75,27.95,27.5
2019-10-22,30.82,32.0,30.5
2019-10-23,30.74,31.5,30.4
2019-10-24,30.38,30.5,30.25
2019-10-25,29.88,30.0,29.75
2019-10-28,31.5,31.5,31.5
2019-10-29,26.81,27.0,26.25
2019-10-30,29.36,29.75,29.0
2019-10-31,33.41,34.5,32.25
2019-11-01,31.56,32.5,30.75
2019-11-04,31.42,31.6,31.0
2019-11-05,30.82,31.0,30.5
2019-11-06,32.78,33.0,32.5
2019-11-07,34.12,34.5,33.7
2019-11-08,38.92,39.5,37.75
2019-11-11,32.05,33.25,30.75
2019-11-12,40.79,42.0,39.5
2019-11-13,55.32,59.75,52.0
2019-11-14,44.15,47.0,40.5
2019-11-15,31.13,32.0,30.0
2019-11-18,29.44,30.0,29.0
2019-11-19,35.1,38.5,32.0
2019-11-20,41.51,45.0,36.95
2019-11-21,30.62,32.25,30.0
2019-11-22,27.0,27.5,26.5
2019-11-25,29.92,31.0,29.0
2019-11-26,24.34,24.75,24.0
2019-11-27,23.15,23.25,22.5
2019-11-29,23.4,23.5,23.3
2019-12-02,31.7,32.05,31.25
2019-12-03,28.54,29.15,28.0
2019-12-04,25.34,25.6,25.0
2019-12-05,24.74,24.8,24.5
2019-12-06,24.13,24.25,24.0
2019-12-09,23.91,24.5,23.25
2019-12-10,27.2,27.75,26.5
2019-12-11,34.21,35.1,33.0
2019-12-12,32.34,33.0,32.0
2019-12-13,28.05,28.75,27.25
2019-12-16,28.82,29.65,28.25
2019-12-17,28.4,28.75,28.0
2019-12-18,38.69,41.0,37.0
2019-12-19,41.67,44.0,39.5
2019-12-20,31.22,31.85,31.0
2019-12-23,23.27,23.35,23.2
2019-12-24,21.75,21.75,21.75
2019-12-27,20.13,20.5,20.0
2019-12-30,21.21,21.5,21.0
2019-12-31,21.0,21.0,21.0
2020-01-02,23.33,23.5,23.0
2020-01-02,23.33,23.5,23.0
2020-01-03,21.55,22.0,21.5
2020-01-06,26.0,26.0,26.0
2020-01-07,26.92,27.05,26.75
2020-01-09,25.87,26.0,25.75
2020-01-10,21.81,22.0,21.75
2020-01-13,21.77,22.0,21.5
2020-01-14,23.91,24.25,23.5
2020-01-15,22.04,22.25,22.0
2020-01-16,25.0,25.0,25.0
2020-01-17,27.45,28.25,27.0
2020-01-20,31.25,32.5,29.5
2020-01-21,30.5,30.5,30.5
2020-01-22,25.49,25.55,25.25
2020-01-23,24.79,26.0,23.5
2020-01-24,21.33,21.55,20.75
2020-01-27,23.29,23.5,23.0
2020-01-28,23.92,24.0,23.75
2020-01-29,25.88,26.25,25.75
2020-01-30,25.7,25.75,25.5
2020-01-31,24.69,25.25,24.15
2020-02-03,20.98,21.0,20.85
2020-02-04,19.25,19.75,19.0
2020-02-05,22.75,23.0,22.5
2020-02-06,21.37,22.0,21.25
2020-02-07,22.98,23.2,22.75
2020-02-10,22.69,22.95,22.5
2020-02-11,21.14,21.5,21.0
2020-02-12,22.66,22.75,22.5
2020-02-13,20.52,20.75,20.0
2020-02-14,28.67,29.0,28.0
2020-02-18,20.67,21.0,20.5
2020-02-19,22.58,23.0,22.5
2020-02-20,26.7,27.75,26.0
2020-02-21,25.29,25.6,25.0
2020-02-24,20.0,20.0,20.0
2020-02-25,19.91,20.0,19.7
2020-02-26,20.08,20.25,19.75
2020-02-27,23.0,23.0,23.0
2020-02-28,22.86,23.5,22.5
2020-03-02,21.25,21.25,21.25
2020-03-03,20.39,20.5,20.0
2020-03-04,20.57,20.75,20.5
2020-03-05,20.23,20.5,20.0
2020-03-06,23.84,24.05,23.55
2020-03-09,21.25,21.25,21.25
2020-03-10,19.39,19.5,19.0
2020-03-11,23.01,23.25,22.45
2020-03-12,24.39,25.5,22.25
2020-03-13,22.53,23.0,22.0
2020-03-16,25.87,26.5,25.5
2020-03-18,22.5,22.5,22.5
2020-03-19,18.61,19.0,18.5
2020-03-20,18.3,18.5,18.1
2020-03-23,21.55,21.75,21.5
2020-03-24,18.6,19.0,18.1
2020-03-25,23.7,24.8,23.0
2020-03-26,20.17,20.5,19.5
2020-03-27,18.71,19.5,18.25
2020-03-30,18.3,18.5,18.25
2020-04-02,18.88,18.9,18.6
2020-04-03,16.13,16.6,15.75
2020-04-06,18.1,18.25,18.0
2020-04-06,20.36,20.95,19.5
2020-04-07,17.12,17.25,17.0
2020-04-08,18.58,20.0,17.35
2020-04-09,17.49,18.0,16.95
2020-04-10,18.5,19.5,17.9
2020-04-14,22.48,23.0,22.0
2020-04-15,24.4,24.55,24.0
2020-04-16,21.9,22.75,21.5
2020-04-17,20.17,20.6,20.0
2020-04-19,21.48,21.85,21.0
2020-04-20,19.63,20.0,19.0
2020-04-21,20.27,20.75,20.0
2020-04-22,20.34,20.5,20.0
2020-04-23,20.33,21.0,20.0
2020-04-24,21.1,21.45,21.0
2020-04-27,21.0,21.0,21.0
2020-04-28,21.22,21.65,21.0
2020-04-29,19.67,20.0,19.0
2020-04-30,19.08,19.2,19.0
2020-05-01,19.09,19.25,19.0
2020-05-04,20.69,21.0,20.3
2020-05-05,20.1,20.15,20.0
2020-05-06,23.15,23.85,22.0
2020-05-07,20.52,20.9,20.15
2020-05-08,20.62,21.1,20.4
2020-05-11,21.32,21.35,21.25
2020-05-12,19.66,20.0,19.5
2020-05-13,18.3,18.5,18.0
2020-05-14,18.39,19.0,18.0
2020-05-15,22.33,22.95,21.5
2020-05-18,18.9,19.1,18.75
2020-05-19,16.19,16.9,15.95
2020-05-20,15.63,15.75,15.5
2020-05-21,17.85,18.0,17.75
2020-05-22,19.78,20.0,19.5
2020-05-26,21.79,22.5,21.3
2020-05-27,27.38,28.5,26.0
2020-05-28,25.98,28.5,24.6
2020-05-29,26.66,27.75,25.5
2020-06-01,16.2,16.5,16.0
2020-06-02,20.22,21.0,20.0
2020-06-03,29.28,29.9,29.0
2020-06-04,28.09,30.25,27.25
2020-06-05,31.09,32.0,29.75
2020-06-08,20.39,23.0,20.0
2020-06-09,29.24,30.25,28.0
2020-06-10,30.42,31.5,29.25
2020-06-11,24.51,25.0,23.75
2020-06-12,20.22,21.0,19.8
2020-06-15,18.73,19.0,18.5
2020-06-16,19.0,19.0,19.0
2020-06-17,21.35,22.0,20.55
2020-06-18,20.95,21.45,20.65
2020-06-19,23.54,23.75,23.25
2020-06-22,29.17,29.5,28.75
2020-06-23,25.5,26.0,24.5
2020-06-24,20.7,20.8,20.5
2020-06-25,20.25,20.25,20.25
2020-06-26,23.75,24.5,23.5
2020-06-30,25.85,26.25,25.5
2020-07-01,24.78,25.75,24.25
2020-07-02,29.58,29.85,29.1
2020-07-03,28.55,30.25,27.25
2020-07-06,34.66,35.0,34.0
2020-07-07,33.47,34.75,32.5
2020-07-08,35.66,36.35,35.25
2020-07-09,39.08,39.25,39.0
2020-07-10,33.49,34.55,32.25
2020-07-13,29.16,30.0,28.0
2020-07-14,29.52,31.0,28.5
2020-07-15,32.12,33.15,29.7
2020-07-16,33.32,34.25,32.3
2020-07-17,33.9,34.75,33.25
2020-07-20,51.91,53.25,49.75
2020-07-21,36.53,36.8,36.15
2020-07-22,30.98,32.0,30.55
2020-07-23,27.02,28.0,26.85
2020-07-24,27.25,27.25,27.25
2020-07-27,41.0,41.0,40.95
2020-07-28,32.58,33.0,32.0
2020-07-29,30.25,30.25,30.25
2020-07-30,29.89,30.45,29.5
2020-07-31,24.7,25.15,24.25
2020-08-03,26.0,26.0,26.0
2020-08-04,23.36,23.75,22.9
2020-08-06,24.88,25.5,24.5
2020-08-07,27.8,28.0,27.75
2020-08-10,34.5,34.5,34.5
2020-08-11,36.27,37.5,35.75
2020-08-12,32.0,32.3,31.45
2020-08-13,28.1,28.5,27.5
2020-08-14,27.78,28.25,27.05
2020-08-17,27.0,27.0,27.0
2020-08-19,25.06,25.25,24.95
2020-08-20,24.85,25.15,24.65
2020-08-21,29.75,30.25,29.25
2020-08-24,36.0,36.0,36.0
2020-08-25,40.69,41.5,40.0
2020-08-26,34.11,34.75,33.75
2020-08-27,38.88,39.55,38.0
2020-08-28,29.85,30.05,29.5
2020-08-31,24.9,25.0,24.65
2020-09-01,24.59,25.0,24.35
2020-09-02,29.3,30.0,28.35
2020-09-03,28.15,28.75,27.9
2020-09-04,24.03,24.3,23.9
2020-09-08,28.91,29.5,28.0
2020-09-09,31.46,35.0,29.4
2020-09-10,26.66,27.5,26.1
2020-09-11,26.02,26.1,26.0
2020-09-14,29.01,29.75,28.5
2020-09-15,22.31,22.75,22.0
2020-09-16,20.95,21.25,20.25
2020-09-17,19.9,20.25,19.65
2020-09-18,16.32,16.5,16.25
2020-09-21,18.2,18.25,18.0
2020-09-22,18.75,19.25,18.5
2020-09-23,22.45,22.5,22.25
2020-09-24,21.4,21.6,21.25
2020-09-25,19.93,20.0,19.85
2020-09-28,25.99,26.5,25.5
2020-09-29,20.13,20.75,20.0
2020-09-30,20.35,21.65,19.7
2020-10-01,18.82,19.15,18.5
2020-10-02,19.47,21.0,18.75
2020-10-05,20.88,21.0,20.75
2020-10-06,22.79,23.5,22.35
2020-10-07,24.21,25.5,23.4
2020-10-08,22.2,23.3,21.75
2020-10-09,23.31,23.8,23.0
2020-10-12,25.74,26.25,24.75
2020-10-13,22.75,23.0,22.55
2020-10-14,21.85,22.25,21.5
2020-10-15,23.31,24.5,22.5
2020-10-16,23.62,24.0,23.25
2020-10-19,26.88,27.0,26.75
2020-10-20,29.64,31.5,28.5
2020-10-21,30.46,31.55,30.0
2020-10-22,30.03,31.0,29.0
2020-10-23,27.08,28.0,26.5
2020-10-27,31.68,32.0,31.25
2020-10-28,33.01,33.4,32.5
2020-10-29,33.9,34.6,32.5
2020-10-30,33.8,33.9,33.75
2020-11-02,39.49,40.25,38.75
2020-11-03,28.28,29.0,27.75
2020-11-04,24.8,24.85,24.75
2020-11-05,24.26,24.3,24.25
2020-11-06,23.19,24.25,22.4
2020-11-09,24.14,24.25,24.0
2020-11-10,20.96,21.25,20.5
2020-11-11,25.55,26.5,24.5
2020-11-12,26.6,26.75,26.5
2020-11-13,25.03,25.25,24.5
2020-11-17,28.35,29.0,27.5
2020-11-18,27.5,27.75,27.25
2020-11-19,24.36,24.5,24.25
2020-11-20,20.87,21.0,20.5
2020-11-23,22.6,23.0,22.5
2020-11-24,25.51,26.0,25.0
2020-11-25,21.6,21.9,21.5
2020-11-27,18.55,18.95,18.35
2020-11-30,24.05,24.5,23.5
2020-12-01,29.4,30.5,26.5
2020-12-02,29.98,30.75,29.5
2020-12-03,26.73,26.9,26.5
2020-12-04,23.24,23.5,23.0
2020-12-08,28.99,29.25,28.5
2020-12-09,26.07,26.25,25.55
2020-12-10,24.88,25.0,24.75
2020-12-11,21.84,22.05,21.75
2020-12-14,28.89,29.25,28.5
2020-12-15,33.08,34.0,29.25
2020-12-16,36.22,37.5,35.0
2020-12-17,42.4,46.0,37.75
2020-12-18,40.35,42.5,37.9
2020-12-21,28.04,28.5,27.5
2020-12-22,27.83,28.0,27.25
2020-12-23,24.58,24.95,24.4
2020-12-24,21.23,21.5,21.0
2020-12-28,27.55,28.0,26.5
2020-12-29,28.07,28.75,27.5
2020-12-30,22.88,23.0,22.75
2020-12-31,20.35,20.75,20.0
2021-01-04,23.38,23.5,23.25
2021-01-05,27.21,28.85,25.0
2021-01-06,34.42,35.5,33.25
2021-01-07,27.84,28.25,27.1
2021-01-08,30.08,30.5,29.9
2021-01-11,31.63,32.0,30.75
2021-01-12,28.25,28.75,27.85
2021-01-13,26.38,27.0,25.7
2021-01-14,26.35,26.5,26.0
2021-01-15,27.16,27.5,27.0
2021-01-18,31.75,32.0,31.0
2021-01-19,27.04,27.5,26.75
2021-01-20,28.07,28.25,27.75
2021-01-21,23.84,24.25,23.6
2021-01-22,24.06,24.5,23.75
2021-01-25,27.8,28.35,27.45
2021-01-26,26.5,27.5,25.7
2021-01-27,28.87,29.35,28.05
2021-01-28,36.43,37.5,34.75
2021-01-29,43.28,46.0,41.75
2021-02-01,32.97,34.0,32.05
2021-02-02,33.23,34.0,31.5
2021-02-03,33.27,34.0,32.5
2021-02-04,29.5,30.25,29.0
2021-02-05,26.97,27.25,26.75
2021-02-08,40.43,44.0,37.75
2021-02-09,37.52,41.0,35.0
2021-02-10,37.19,37.75,36.5
2021-02-11,40.03,41.75,38.5
2021-02-12,48.83,51.0,47.0
2021-02-15,61.5,72.0,52.0
2021-02-16,87.42,105.0,60.0
2021-02-17,132.38,150.0,109.0
2021-02-18,169.92,200.0,150.0
2021-02-19,78.36,89.0,68.6
2021-02-22,39.66,40.5,39.0
2021-02-23,29.01,29.5,28.5
2021-02-24,23.79,25.0,23.0
2021-02-25,23.92,24.25,23.5
2021-02-26,23.9,24.25,23.5
2021-03-01,25.47,26.5,25.0
2021-03-02,33.81,34.95,33.0
2021-03-03,28.61,31.25,27.75
2021-03-04,27.7,28.0,27.0
2021-03-05,29.23,29.75,28.5
2021-03-08,28.23,28.5,28.0
2021-03-09,22.0,22.0,22.0
2021-03-10,21.07,21.5,20.35
2021-03-11,21.05,21.25,20.75
2021-03-12,23.84,24.0,23.6
2021-03-15,33.5,33.5,33.5
2021-03-16,31.99,33.0,31.0
2021-03-17,26.45,26.5,26.25
2021-03-18,25.81,26.5,24.75
2021-03-19,29.52,29.9,29.0
2021-03-22,27.0,27.0,27.0
2021-03-23,24.34,24.75,24.0
2021-03-24,28.27,29.0,27.95
2021-03-25,26.63,26.75,26.5
2021-03-26,27.98,28.25,27.75
2021-03-29,30.22,30.5,29.9
2021-03-30,25.99,26.5,25.5
2021-03-31,25.39,26.0,25.0
2021-04-01,31.87,32.25,31.0
2021-04-02,31.86,32.5,31.0
2021-04-06,26.91,27.25,26.3
2021-04-07,28.44,29.0,28.0
2021-04-08,27.93,28.0,27.75
2021-04-09,24.63,25.0,24.0
2021-04-12,27.75,28.0,27.25
2021-04-13,27.11,27.7,26.85
2021-04-14,29.42,30.75,29.0
2021-04-15,31.25,31.25,31.25
2021-04-16,33.39,34.0,33.0
2021-04-20,33.13,33.4,32.8
2021-04-21,37.16,38.4,36.25
2021-04-22,35.6,36.25,35.0
2021-04-23,31.31,32.25,31.0
2021-04-26,29.03,29.75,28.5
2021-04-27,30.7,31.5,30.0
2021-04-29,37.0,38.0,36.5
2021-04-30,27.03,27.2,26.75
2021-05-03,31.16,31.5,30.5
2021-05-04,44.54,45.3,43.5
2021-05-05,33.81,34.75,33.0
2021-05-06,26.67,27.0,26.35
2021-05-07,28.15,28.6,27.5
2021-05-10,32.45,32.5,32.35
2021-05-11,31.92,32.0,31.75
2021-05-12,27.63,27.95,27.3
2021-05-13,29.66,29.75,29.4
2021-05-14,27.0,27.0,27.0
2021-05-17,28.38,28.5,28.0
2021-05-18,30.98,31.5,30.25
2021-05-19,35.23,37.0,34.75
2021-05-20,40.03,41.2,39.5
2021-05-21,43.12,44.25,42.0
2021-05-24,33.38,33.75,33.0
2021-05-25,31.26,31.65,31.0
2021-05-26,39.55,40.5,38.5
2021-05-27,33.82,34.7,32.75
2021-05-28,27.98,29.5,27.0
2021-06-01,28.0,28.0,28.0
2021-06-02,26.9,27.0,26.75
2021-06-03,29.73,29.75,29.7
2021-06-04,33.79,33.95,33.7
2021-06-07,45.93,46.0,45.75
2021-06-08,43.36,44.0,42.5
2021-06-09,41.23,42.0,40.15
2021-06-10,37.01,37.75,36.0
2021-06-11,32.63,34.2,30.0
2021-06-14,34.75,34.75,34.75
2021-06-15,29.23,29.8,28.5
2021-06-16,28.37,28.75,28.0
2021-06-17,28.45,28.75,28.0
2021-06-18,32.86,33.5,32.0
2021-06-21,40.41,40.6,40.0
2021-06-22,27.95,28.5,27.5
2021-06-23,27.0,28.0,26.75
2021-06-28,51.38,51.5,51.0
2021-06-29,65.05,66.5,60.0
2021-06-30,67.48,69.2,65.25
2021-07-01,40.32,41.25,39.75
2021-07-02,30.13,33.0,29.0
2021-07-06,54.04,57.5,51.5
2021-07-07,56.0,58.0,54.5
2021-07-08,36.71,37.0,36.4
2021-07-09,36.45,36.5,36.4
