date,price,high,low
2021-07-12,43.95,44.0,43.5
2021-07-13,44.99,45.95,44.5
2021-07-14,46.13,46.5,45.5
2021-07-15,49.63,49.85,49.25
2021-07-16,44.45,45.25,44.0
2021-07-20,45.58,46.85,44.7
2021-07-21,43.09,43.6,42.0
2021-07-22,37.57,38.5,37.0
2021-07-23,41.03,41.25,40.95
2021-07-26,52.27,53.0,49.0
2021-07-27,53.03,54.0,52.25
2021-07-28,50.96,52.0,50.25
2021-07-29,44.01,45.0,43.0
2021-07-30,38.66,39.0,38.25
2021-08-03,38.55,39.0,38.0
2021-08-04,41.46,41.7,41.0
2021-08-05,45.0,45.0,45.0
2021-08-06,53.61,54.5,52.5
2021-08-09,63.0,63.0,63.0
2021-08-10,55.31,56.0,54.8
2021-08-11,60.08,63.0,58.0
2021-08-12,73.79,74.5,72.0
2021-08-13,54.17,55.0,53.5
2021-08-16,42.41,43.75,42.0
2021-08-17,43.0,43.5,42.75
2021-08-18,46.91,47.3,46.5
2021-08-19,54.13,54.7,53.5
2021-08-20,45.03,45.1,45.0
2021-08-23,53.64,54.75,52.75
2021-08-24,67.63,69.5,65.0
2021-08-25,81.5,90.0,76.75
2021-08-26,77.0,78.0,75.0
2021-08-27,61.43,65.0,59.75
2021-08-30,60.0,60.0,60.0
2021-08-31,49.92,50.0,49.75
2021-09-01,40.48,41.15,40.0
2021-09-02,40.05,42.0,39.0
2021-09-03,38.05,38.5,37.65
2021-09-07,45.31,46.0,45.0
2021-09-08,46.07,46.75,45.1
2021-09-09,42.63,43.5,42.0
2021-09-10,43.51,45.25,41.5
2021-09-13,80.12,81.0,78.5
2021-09-14,80.44,83.0,78.35
2021-09-15,68.98,71.5,68.0
2021-09-16,64.02,64.5,63.25
2021-09-17,73.08,76.0,70.75
2021-09-20,71.13,71.5,71.0
2021-09-21,54.26,55.25,53.75
2021-09-22,48.29,51.75,47.0
2021-09-23,46.0,46.25,45.5
2021-09-24,41.87,42.75,41.0
2021-09-27,48.69,48.75,48.3
2021-09-28,56.73,57.0,56.0
2021-09-29,58.93,61.0,57.0
2021-09-30,56.79,57.5,55.0
2021-10-01,58.34,59.5,57.0
2021-10-04,74.15,74.95,73.0
2021-10-05,85.35,90.0,83.0
2021-10-06,77.38,79.0,74.5
